,Hours,DK1,DK2,DK
30/09/2018,21 - 22,2056,1307,3363
30/09/2018,22 - 23,1939,1199,3138
30/09/2018,23 - 00,1822,1105,2927
01/10/2018,00 - 01,1736,1015,2751
01/10/2018,01 - 02,1700,950,2650
01/10/2018,02 - 03,1673,910,2583
01/10/2018,03 - 04,1700,912,2612
01/10/2018,04 - 05,1756,956,2712
01/10/2018,05 - 06,1898,1056,2954
01/10/2018,06 - 07,2311,1380,3691
01/10/2018,07 - 08,2638,1636,4274
01/10/2018,08 - 09,2741,1736,4477
01/10/2018,09 - 10,2708,1749,4457
01/10/2018,10 - 11,2756,1754,4510
01/10/2018,11 - 12,2715,1789,4504
01/10/2018,12 - 13,2679,1797,4476
01/10/2018,13 - 14,2706,1801,4507
01/10/2018,14 - 15,2704,1711,4415
01/10/2018,15 - 16,2659,1640,4299
01/10/2018,16 - 17,2582,1620,4202
01/10/2018,17 - 18,2779,1723,4502
01/10/2018,18 - 19,2699,1753,4452
01/10/2018,19 - 20,2661,1785,4446
01/10/2018,20 - 21,2527,1656,4183
01/10/2018,21 - 22,2355,1455,3810
01/10/2018,22 - 23,2181,1351,3532
01/10/2018,23 - 00,2039,1271,3310
02/10/2018,00 - 01,1888,1328,3216
02/10/2018,01 - 02,1825,1235,3060
02/10/2018,02 - 03,1790,1202,2992
02/10/2018,03 - 04,1781,1188,2969
02/10/2018,04 - 05,1837,1237,3074
02/10/2018,05 - 06,1993,1222,3215
02/10/2018,06 - 07,2362,1438,3800
02/10/2018,07 - 08,2729,1625,4354
02/10/2018,08 - 09,2828,1793,4621
02/10/2018,09 - 10,2873,1913,4786
02/10/2018,10 - 11,2962,2005,4967
02/10/2018,11 - 12,2983,1981,4964
02/10/2018,12 - 13,2930,2105,5035
02/10/2018,13 - 14,2964,2126,5090
02/10/2018,14 - 15,2837,1852,4689
02/10/2018,15 - 16,2727,1756,4483
02/10/2018,16 - 17,2744,1724,4468
02/10/2018,17 - 18,2871,1842,4713
02/10/2018,18 - 19,2792,1868,4660
02/10/2018,19 - 20,2782,1827,4609
02/10/2018,20 - 21,2631,1707,4338
02/10/2018,21 - 22,2437,1549,3986
02/10/2018,22 - 23,2249,1389,3638
02/10/2018,23 - 00,2076,1251,3327
03/10/2018,00 - 01,1978,1163,3141
03/10/2018,01 - 02,1947,1106,3053
03/10/2018,02 - 03,1901,1085,2986
03/10/2018,03 - 04,1932,1096,3028
03/10/2018,04 - 05,1989,1107,3096
03/10/2018,05 - 06,2109,1204,3313
03/10/2018,06 - 07,2491,1451,3942
03/10/2018,07 - 08,2829,1644,4473
03/10/2018,08 - 09,2885,1706,4591
03/10/2018,09 - 10,2900,1749,4649
03/10/2018,10 - 11,2944,1798,4742
03/10/2018,11 - 12,2998,1760,4758
03/10/2018,12 - 13,2896,1751,4647
03/10/2018,13 - 14,2868,1725,4593
03/10/2018,14 - 15,2842,1710,4552
03/10/2018,15 - 16,2725,1660,4385
03/10/2018,16 - 17,2651,1690,4341
03/10/2018,17 - 18,2819,1785,4604
03/10/2018,18 - 19,2672,1777,4449
03/10/2018,19 - 20,2572,1707,4279
03/10/2018,20 - 21,2430,1594,4024
03/10/2018,21 - 22,2333,1516,3849
03/10/2018,22 - 23,2143,1369,3512
03/10/2018,23 - 00,1961,1234,3195
04/10/2018,00 - 01,1869,1147,3016
04/10/2018,01 - 02,1819,1089,2908
04/10/2018,02 - 03,1783,1072,2855
04/10/2018,03 - 04,1783,1078,2861
04/10/2018,04 - 05,1817,1106,2923
04/10/2018,05 - 06,1943,1220,3163
04/10/2018,06 - 07,2322,1474,3796
04/10/2018,07 - 08,2624,1645,4269
04/10/2018,08 - 09,2704,1688,4392
04/10/2018,09 - 10,2744,1771,4515
04/10/2018,10 - 11,2802,1799,4601
04/10/2018,11 - 12,2783,1819,4602
04/10/2018,12 - 13,2773,1775,4548
04/10/2018,13 - 14,2781,1773,4554
04/10/2018,14 - 15,2715,1743,4458
04/10/2018,15 - 16,2631,1725,4356
04/10/2018,16 - 17,2628,1722,4350
04/10/2018,17 - 18,2748,1836,4584
04/10/2018,18 - 19,2704,1849,4553
04/10/2018,19 - 20,2661,1808,4469
04/10/2018,20 - 21,2510,1695,4205
04/10/2018,21 - 22,2331,1524,3855
04/10/2018,22 - 23,2148,1376,3524
04/10/2018,23 - 00,1996,1264,3260
05/10/2018,00 - 01,1907,1163,3070
05/10/2018,01 - 02,1859,1099,2958
05/10/2018,02 - 03,1839,1076,2915
05/10/2018,03 - 04,1871,1068,2939
05/10/2018,04 - 05,1875,1069,2944
05/10/2018,05 - 06,2001,1169,3170
05/10/2018,06 - 07,2358,1400,3758
05/10/2018,07 - 08,2642,1618,4260
05/10/2018,08 - 09,2739,1672,4411
05/10/2018,09 - 10,2737,1721,4458
05/10/2018,10 - 11,2804,1754,4558
05/10/2018,11 - 12,2788,1732,4520
05/10/2018,12 - 13,2681,1698,4379
05/10/2018,13 - 14,2596,1676,4272
05/10/2018,14 - 15,2457,1632,4089
05/10/2018,15 - 16,2355,1613,3968
05/10/2018,16 - 17,2335,1607,3942
05/10/2018,17 - 18,2474,1719,4193
05/10/2018,18 - 19,2489,1745,4234
05/10/2018,19 - 20,2415,1695,4110
05/10/2018,20 - 21,2275,1563,3838
05/10/2018,21 - 22,2155,1439,3594
05/10/2018,22 - 23,1982,1326,3308
05/10/2018,23 - 00,1828,1206,3034
06/10/2018,00 - 01,1715,1110,2825
06/10/2018,01 - 02,1641,1049,2690
06/10/2018,02 - 03,1603,1037,2640
06/10/2018,03 - 04,1590,1032,2622
06/10/2018,04 - 05,1597,1032,2629
06/10/2018,05 - 06,1655,1061,2716
06/10/2018,06 - 07,1775,1154,2929
06/10/2018,07 - 08,1937,1235,3172
06/10/2018,08 - 09,2091,1364,3455
06/10/2018,09 - 10,2181,1448,3629
06/10/2018,10 - 11,2193,1490,3683
06/10/2018,11 - 12,2229,1500,3729
06/10/2018,12 - 13,2202,1508,3710
06/10/2018,13 - 14,2161,1475,3636
06/10/2018,14 - 15,2138,1443,3581
06/10/2018,15 - 16,2136,1451,3587
06/10/2018,16 - 17,2183,1500,3683
06/10/2018,17 - 18,2357,1609,3966
06/10/2018,18 - 19,2400,1665,4065
06/10/2018,19 - 20,2288,1626,3914
06/10/2018,20 - 21,2138,1506,3644
06/10/2018,21 - 22,2008,1416,3424
06/10/2018,22 - 23,1904,1310,3214
06/10/2018,23 - 00,1800,1226,3026
07/10/2018,00 - 01,1644,1126,2770
07/10/2018,01 - 02,1593,1042,2635
07/10/2018,02 - 03,1556,1008,2564
07/10/2018,03 - 04,1594,987,2581
07/10/2018,04 - 05,1614,1003,2617
07/10/2018,05 - 06,1688,1051,2739
07/10/2018,06 - 07,1791,1128,2919
07/10/2018,07 - 08,1889,1223,3112
07/10/2018,08 - 09,2000,1347,3347
07/10/2018,09 - 10,2093,1426,3519
07/10/2018,10 - 11,2114,1465,3579
07/10/2018,11 - 12,2098,1461,3559
07/10/2018,12 - 13,2094,1447,3541
07/10/2018,13 - 14,2051,1430,3481
07/10/2018,14 - 15,2043,1440,3483
07/10/2018,15 - 16,2030,1434,3464
07/10/2018,16 - 17,2072,1462,3534
07/10/2018,17 - 18,2294,1610,3904
07/10/2018,18 - 19,2364,1680,4044
07/10/2018,19 - 20,2310,1657,3967
07/10/2018,20 - 21,2184,1542,3726
07/10/2018,21 - 22,2050,1445,3495
07/10/2018,22 - 23,1929,1318,3247
07/10/2018,23 - 00,1834,1197,3031
08/10/2018,00 - 01,1749,1117,2866
08/10/2018,01 - 02,1708,1063,2771
08/10/2018,02 - 03,1698,1045,2743
08/10/2018,03 - 04,1686,1059,2745
08/10/2018,04 - 05,1799,1074,2873
08/10/2018,05 - 06,1964,1164,3128
08/10/2018,06 - 07,2348,1439,3787
08/10/2018,07 - 08,2778,1666,4444
08/10/2018,08 - 09,2891,1721,4612
08/10/2018,09 - 10,2859,1727,4586
08/10/2018,10 - 11,2865,1762,4627
08/10/2018,11 - 12,2879,1739,4618
08/10/2018,12 - 13,2841,1721,4562
08/10/2018,13 - 14,2857,1707,4564
08/10/2018,14 - 15,2779,1685,4464
08/10/2018,15 - 16,2665,1659,4324
08/10/2018,16 - 17,2651,1668,4319
08/10/2018,17 - 18,2822,1804,4626
08/10/2018,18 - 19,2797,1828,4625
08/10/2018,19 - 20,2711,1735,4446
08/10/2018,20 - 21,2512,1653,4165
08/10/2018,21 - 22,2353,1537,3890
08/10/2018,22 - 23,2164,1371,3535
08/10/2018,23 - 00,1965,1248,3213
09/10/2018,00 - 01,1876,1161,3037
09/10/2018,01 - 02,1862,1114,2976
09/10/2018,02 - 03,1825,1086,2911
09/10/2018,03 - 04,1829,1083,2912
09/10/2018,04 - 05,1850,1108,2958
09/10/2018,05 - 06,2001,1210,3211
09/10/2018,06 - 07,2387,1442,3829
09/10/2018,07 - 08,2777,1601,4378
09/10/2018,08 - 09,2887,1657,4544
09/10/2018,09 - 10,2811,1706,4517
09/10/2018,10 - 11,2842,1758,4600
09/10/2018,11 - 12,2845,1716,4561
09/10/2018,12 - 13,2771,1714,4485
09/10/2018,13 - 14,2778,1692,4470
09/10/2018,14 - 15,2705,1684,4389
09/10/2018,15 - 16,2604,1664,4268
09/10/2018,16 - 17,2634,1689,4323
09/10/2018,17 - 18,2964,1823,4787
09/10/2018,18 - 19,2869,1841,4710
09/10/2018,19 - 20,2667,1780,4447
09/10/2018,20 - 21,2489,1668,4157
09/10/2018,21 - 22,2314,1527,3841
09/10/2018,22 - 23,2146,1391,3537
09/10/2018,23 - 00,1917,1247,3164
10/10/2018,00 - 01,1838,1161,2999
10/10/2018,01 - 02,1784,1113,2897
10/10/2018,02 - 03,1763,1092,2855
10/10/2018,03 - 04,1784,1100,2884
10/10/2018,04 - 05,1823,1111,2934
10/10/2018,05 - 06,1976,1224,3200
10/10/2018,06 - 07,2359,1466,3825
10/10/2018,07 - 08,2703,1657,4360
10/10/2018,08 - 09,2775,1708,4483
10/10/2018,09 - 10,2770,1742,4512
10/10/2018,10 - 11,2813,1744,4557
10/10/2018,11 - 12,2802,1729,4531
10/10/2018,12 - 13,2705,1747,4452
10/10/2018,13 - 14,2715,1731,4446
10/10/2018,14 - 15,2651,1696,4347
10/10/2018,15 - 16,2554,1666,4220
10/10/2018,16 - 17,2522,1662,4184
10/10/2018,17 - 18,2661,1731,4392
10/10/2018,18 - 19,2656,1781,4437
10/10/2018,19 - 20,2677,1748,4425
10/10/2018,20 - 21,2519,1643,4162
10/10/2018,21 - 22,2349,1510,3859
10/10/2018,22 - 23,2110,1371,3481
10/10/2018,23 - 00,1936,1223,3159
11/10/2018,00 - 01,1818,1136,2954
11/10/2018,01 - 02,1770,1093,2863
11/10/2018,02 - 03,1777,1083,2860
11/10/2018,03 - 04,1769,1076,2845
11/10/2018,04 - 05,1802,1088,2890
11/10/2018,05 - 06,1942,1198,3140
11/10/2018,06 - 07,2319,1450,3769
11/10/2018,07 - 08,2663,1650,4313
11/10/2018,08 - 09,2758,1705,4463
11/10/2018,09 - 10,2737,1708,4445
11/10/2018,10 - 11,2761,1720,4481
11/10/2018,11 - 12,2727,1700,4427
11/10/2018,12 - 13,2643,1671,4314
11/10/2018,13 - 14,2678,1644,4322
11/10/2018,14 - 15,2641,1683,4324
11/10/2018,15 - 16,2497,1620,4117
11/10/2018,16 - 17,2499,1616,4115
11/10/2018,17 - 18,2594,1708,4302
11/10/2018,18 - 19,2607,1760,4367
11/10/2018,19 - 20,2584,1744,4328
11/10/2018,20 - 21,2458,1625,4083
11/10/2018,21 - 22,2251,1512,3763
11/10/2018,22 - 23,2053,1356,3409
11/10/2018,23 - 00,1866,1207,3073
12/10/2018,00 - 01,1747,1112,2859
12/10/2018,01 - 02,1701,1061,2762
12/10/2018,02 - 03,1682,1049,2731
12/10/2018,03 - 04,1702,1050,2752
12/10/2018,04 - 05,1771,1069,2840
12/10/2018,05 - 06,1931,1166,3097
12/10/2018,06 - 07,2300,1397,3697
12/10/2018,07 - 08,2666,1599,4265
12/10/2018,08 - 09,2743,1671,4414
12/10/2018,09 - 10,2652,1676,4328
12/10/2018,10 - 11,2716,1683,4399
12/10/2018,11 - 12,2696,1687,4383
12/10/2018,12 - 13,2615,1679,4294
12/10/2018,13 - 14,2536,1649,4185
12/10/2018,14 - 15,2437,1605,4042
12/10/2018,15 - 16,2347,1568,3915
12/10/2018,16 - 17,2330,1575,3905
12/10/2018,17 - 18,2473,1652,4125
12/10/2018,18 - 19,2538,1714,4252
12/10/2018,19 - 20,2452,1668,4120
12/10/2018,20 - 21,2263,1529,3792
12/10/2018,21 - 22,2105,1424,3529
12/10/2018,22 - 23,1947,1330,3277
12/10/2018,23 - 00,1785,1227,3012
13/10/2018,00 - 01,1685,1144,2829
13/10/2018,01 - 02,1623,1083,2706
13/10/2018,02 - 03,1571,1039,2610
13/10/2018,03 - 04,1559,1026,2585
13/10/2018,04 - 05,1577,1025,2602
13/10/2018,05 - 06,1617,1034,2651
13/10/2018,06 - 07,1746,1112,2858
13/10/2018,07 - 08,1930,1203,3133
13/10/2018,08 - 09,2064,1323,3387
13/10/2018,09 - 10,2136,1421,3557
13/10/2018,10 - 11,2155,1476,3631
13/10/2018,11 - 12,2119,1472,3591
13/10/2018,12 - 13,2078,1467,3545
13/10/2018,13 - 14,2041,1450,3491
13/10/2018,14 - 15,2004,1416,3420
13/10/2018,15 - 16,1982,1405,3387
13/10/2018,16 - 17,2027,1422,3449
13/10/2018,17 - 18,2238,1525,3763
13/10/2018,18 - 19,2295,1605,3900
13/10/2018,19 - 20,2241,1559,3800
13/10/2018,20 - 21,2094,1450,3544
13/10/2018,21 - 22,1981,1333,3314
13/10/2018,22 - 23,1844,1240,3084
13/10/2018,23 - 00,1701,1151,2852
14/10/2018,00 - 01,1623,1076,2699
14/10/2018,01 - 02,1557,1027,2584
14/10/2018,02 - 03,1530,1015,2545
14/10/2018,03 - 04,1524,984,2508
14/10/2018,04 - 05,1543,981,2524
14/10/2018,05 - 06,1584,995,2579
14/10/2018,06 - 07,1700,1045,2745
14/10/2018,07 - 08,1820,1129,2949
14/10/2018,08 - 09,1964,1228,3192
14/10/2018,09 - 10,2014,1314,3328
14/10/2018,10 - 11,2037,1370,3407
14/10/2018,11 - 12,2004,1368,3372
14/10/2018,12 - 13,1992,1363,3355
14/10/2018,13 - 14,1971,1350,3321
14/10/2018,14 - 15,1962,1344,3306
14/10/2018,15 - 16,1922,1344,3266
14/10/2018,16 - 17,1983,1392,3375
14/10/2018,17 - 18,2180,1505,3685
14/10/2018,18 - 19,2281,1609,3890
14/10/2018,19 - 20,2219,1563,3782
14/10/2018,20 - 21,2072,1445,3517
14/10/2018,21 - 22,1946,1342,3288
14/10/2018,22 - 23,1820,1242,3062
14/10/2018,23 - 00,1693,1143,2836
15/10/2018,00 - 01,1619,1083,2702
15/10/2018,01 - 02,1611,1030,2641
15/10/2018,02 - 03,1595,1012,2607
15/10/2018,03 - 04,1597,1007,2604
15/10/2018,04 - 05,1654,1023,2677
15/10/2018,05 - 06,1796,1113,2909
15/10/2018,06 - 07,2111,1299,3410
15/10/2018,07 - 08,2483,1525,4008
15/10/2018,08 - 09,2613,1623,4236
15/10/2018,09 - 10,2654,1662,4316
15/10/2018,10 - 11,2730,1689,4419
15/10/2018,11 - 12,2725,1687,4412
15/10/2018,12 - 13,2687,1674,4361
15/10/2018,13 - 14,2688,1663,4351
15/10/2018,14 - 15,2620,1629,4249
15/10/2018,15 - 16,2511,1591,4102
15/10/2018,16 - 17,2476,1591,4067
15/10/2018,17 - 18,2621,1677,4298
15/10/2018,18 - 19,2662,1747,4409
15/10/2018,19 - 20,2551,1684,4235
15/10/2018,20 - 21,2393,1538,3931
15/10/2018,21 - 22,2230,1421,3651
15/10/2018,22 - 23,2064,1298,3362
15/10/2018,23 - 00,1898,1185,3083
16/10/2018,00 - 01,1789,1107,2896
16/10/2018,01 - 02,1731,1048,2779
16/10/2018,02 - 03,1714,1031,2745
16/10/2018,03 - 04,1710,1035,2745
16/10/2018,04 - 05,1764,1054,2818
16/10/2018,05 - 06,1896,1146,3042
16/10/2018,06 - 07,2187,1342,3529
16/10/2018,07 - 08,2445,1533,3978
16/10/2018,08 - 09,2580,1648,4228
16/10/2018,09 - 10,2693,1716,4409
16/10/2018,10 - 11,2752,1713,4465
16/10/2018,11 - 12,2746,1720,4466
16/10/2018,12 - 13,2703,1698,4401
16/10/2018,13 - 14,2710,1683,4393
16/10/2018,14 - 15,2640,1652,4292
16/10/2018,15 - 16,2519,1604,4123
16/10/2018,16 - 17,2496,1612,4108
16/10/2018,17 - 18,2637,1731,4368
16/10/2018,18 - 19,2575,1766,4341
16/10/2018,19 - 20,2488,1696,4184
16/10/2018,20 - 21,2374,1577,3951
16/10/2018,21 - 22,2257,1464,3721
16/10/2018,22 - 23,2109,1331,3440
16/10/2018,23 - 00,1940,1211,3151
17/10/2018,00 - 01,1817,1136,2953
17/10/2018,01 - 02,1756,1076,2832
17/10/2018,02 - 03,1720,1057,2777
17/10/2018,03 - 04,1723,1058,2781
17/10/2018,04 - 05,1770,1075,2845
17/10/2018,05 - 06,1897,1163,3060
17/10/2018,06 - 07,2197,1352,3549
17/10/2018,07 - 08,2560,1564,4124
17/10/2018,08 - 09,2670,1674,4344
17/10/2018,09 - 10,2688,1722,4410
17/10/2018,10 - 11,2738,1742,4480
17/10/2018,11 - 12,2710,1723,4433
17/10/2018,12 - 13,2692,1710,4402
17/10/2018,13 - 14,2702,1695,4397
17/10/2018,14 - 15,2623,1654,4277
17/10/2018,15 - 16,2492,1607,4099
17/10/2018,16 - 17,2482,1609,4091
17/10/2018,17 - 18,2592,1710,4302
17/10/2018,18 - 19,2601,1757,4358
17/10/2018,19 - 20,2519,1688,4207
17/10/2018,20 - 21,2409,1568,3977
17/10/2018,21 - 22,2236,1458,3694
17/10/2018,22 - 23,2081,1322,3403
17/10/2018,23 - 00,1910,1198,3108
18/10/2018,00 - 01,1793,1119,2912
18/10/2018,01 - 02,1729,1070,2799
18/10/2018,02 - 03,1699,1051,2750
18/10/2018,03 - 04,1689,1053,2742
18/10/2018,04 - 05,1723,1077,2800
18/10/2018,05 - 06,1850,1151,3001
18/10/2018,06 - 07,2162,1329,3491
18/10/2018,07 - 08,2497,1539,4036
18/10/2018,08 - 09,2534,1625,4159
18/10/2018,09 - 10,2578,1706,4284
18/10/2018,10 - 11,2613,1722,4335
18/10/2018,11 - 12,2615,1710,4325
18/10/2018,12 - 13,2590,1878,4468
18/10/2018,13 - 14,2606,1824,4430
18/10/2018,14 - 15,2553,1632,4185
18/10/2018,15 - 16,2481,1584,4065
18/10/2018,16 - 17,2451,1593,4044
18/10/2018,17 - 18,2556,1716,4272
18/10/2018,18 - 19,2625,1804,4429
18/10/2018,19 - 20,2556,1728,4284
18/10/2018,20 - 21,2417,1613,4030
18/10/2018,21 - 22,2262,1481,3743
18/10/2018,22 - 23,2091,1353,3444
18/10/2018,23 - 00,1937,1247,3184
19/10/2018,00 - 01,1819,1150,2969
19/10/2018,01 - 02,1763,1098,2861
19/10/2018,02 - 03,1730,1081,2811
19/10/2018,03 - 04,1737,1089,2826
19/10/2018,04 - 05,1778,1108,2886
19/10/2018,05 - 06,1896,1194,3090
19/10/2018,06 - 07,2167,1393,3560
19/10/2018,07 - 08,2500,1614,4114
19/10/2018,08 - 09,2644,1726,4370
19/10/2018,09 - 10,2651,1775,4426
19/10/2018,10 - 11,2675,1770,4445
19/10/2018,11 - 12,2641,1752,4393
19/10/2018,12 - 13,2559,1715,4274
19/10/2018,13 - 14,2511,1672,4183
19/10/2018,14 - 15,2398,1628,4026
19/10/2018,15 - 16,2320,1601,3921
19/10/2018,16 - 17,2309,1627,3936
19/10/2018,17 - 18,2356,1713,4069
19/10/2018,18 - 19,2453,1769,4222
19/10/2018,19 - 20,2332,1694,4026
19/10/2018,20 - 21,2181,1568,3749
19/10/2018,21 - 22,2052,1453,3505
19/10/2018,22 - 23,1938,1358,3296
19/10/2018,23 - 00,1829,1254,3083
20/10/2018,00 - 01,1727,1164,2891
20/10/2018,01 - 02,1656,1098,2754
20/10/2018,02 - 03,1612,1073,2685
20/10/2018,03 - 04,1593,1059,2652
20/10/2018,04 - 05,1604,1048,2652
20/10/2018,05 - 06,1633,1063,2696
20/10/2018,06 - 07,1739,1126,2865
20/10/2018,07 - 08,1937,1232,3169
20/10/2018,08 - 09,2066,1326,3392
20/10/2018,09 - 10,2135,1441,3576
20/10/2018,10 - 11,2154,1513,3667
20/10/2018,11 - 12,2127,1523,3650
20/10/2018,12 - 13,2078,1482,3560
20/10/2018,13 - 14,2046,1453,3499
20/10/2018,14 - 15,2020,1440,3460
20/10/2018,15 - 16,2040,1432,3472
20/10/2018,16 - 17,2079,1470,3549
20/10/2018,17 - 18,2234,1592,3826
20/10/2018,18 - 19,2261,1679,3940
20/10/2018,19 - 20,2116,1614,3730
20/10/2018,20 - 21,2031,1513,3544
20/10/2018,21 - 22,1958,1427,3385
20/10/2018,22 - 23,1841,1341,3182
20/10/2018,23 - 00,1734,1256,2990
21/10/2018,00 - 01,1647,1171,2818
21/10/2018,01 - 02,1588,1102,2690
21/10/2018,02 - 03,1547,1078,2625
21/10/2018,03 - 04,1540,1075,2615
21/10/2018,04 - 05,1537,1066,2603
21/10/2018,05 - 06,1584,1073,2657
21/10/2018,06 - 07,1684,1125,2809
21/10/2018,07 - 08,1822,1225,3047
21/10/2018,08 - 09,1997,1344,3341
21/10/2018,09 - 10,2114,1450,3564
21/10/2018,10 - 11,2155,1499,3654
21/10/2018,11 - 12,2175,1506,3681
21/10/2018,12 - 13,2173,1506,3679
21/10/2018,13 - 14,2163,1485,3648
21/10/2018,14 - 15,2151,1475,3626
21/10/2018,15 - 16,2209,1444,3653
21/10/2018,16 - 17,2226,1504,3730
21/10/2018,17 - 18,2478,1668,4146
21/10/2018,18 - 19,2518,1729,4247
21/10/2018,19 - 20,2380,1629,4009
21/10/2018,20 - 21,2213,1544,3757
21/10/2018,21 - 22,2047,1410,3457
21/10/2018,22 - 23,1881,1288,3169
21/10/2018,23 - 00,1747,1176,2923
22/10/2018,00 - 01,1709,1083,2792
22/10/2018,01 - 02,1671,1044,2715
22/10/2018,02 - 03,1678,1021,2699
22/10/2018,03 - 04,1634,1030,2664
22/10/2018,04 - 05,1692,1060,2752
22/10/2018,05 - 06,1896,1157,3053
22/10/2018,06 - 07,2335,1412,3747
22/10/2018,07 - 08,2738,1610,4348
22/10/2018,08 - 09,2817,1660,4477
22/10/2018,09 - 10,2780,1732,4512
22/10/2018,10 - 11,2805,1712,4517
22/10/2018,11 - 12,2787,1709,4496
22/10/2018,12 - 13,2750,1692,4442
22/10/2018,13 - 14,2753,1669,4422
22/10/2018,14 - 15,2703,1674,4377
22/10/2018,15 - 16,2582,1624,4206
22/10/2018,16 - 17,2575,1653,4228
22/10/2018,17 - 18,2778,1793,4571
22/10/2018,18 - 19,2836,1886,4722
22/10/2018,19 - 20,2693,1777,4470
22/10/2018,20 - 21,2508,1652,4160
22/10/2018,21 - 22,2354,1549,3903
22/10/2018,22 - 23,2161,1392,3553
22/10/2018,23 - 00,1963,1263,3226
23/10/2018,00 - 01,1882,1160,3042
23/10/2018,01 - 02,1835,1111,2946
23/10/2018,02 - 03,1813,1083,2896
23/10/2018,03 - 04,1790,1098,2888
23/10/2018,04 - 05,1819,1131,2950
23/10/2018,05 - 06,1965,1222,3187
23/10/2018,06 - 07,2336,1479,3815
23/10/2018,07 - 08,2722,1725,4447
23/10/2018,08 - 09,2870,1785,4655
23/10/2018,09 - 10,2838,1807,4645
23/10/2018,10 - 11,2812,1832,4644
23/10/2018,11 - 12,2828,1823,4651
23/10/2018,12 - 13,2820,1798,4618
23/10/2018,13 - 14,2726,1793,4519
23/10/2018,14 - 15,2655,1758,4413
23/10/2018,15 - 16,2652,1689,4341
23/10/2018,16 - 17,2675,1687,4362
23/10/2018,17 - 18,2758,1824,4582
23/10/2018,18 - 19,2783,1895,4678
23/10/2018,19 - 20,2655,1786,4441
23/10/2018,20 - 21,2478,1649,4127
23/10/2018,21 - 22,2320,1513,3833
23/10/2018,22 - 23,2203,1357,3560
23/10/2018,23 - 00,2054,1206,3260
24/10/2018,00 - 01,1956,1145,3101
24/10/2018,01 - 02,1908,1102,3010
24/10/2018,02 - 03,1854,1110,2964
24/10/2018,03 - 04,1869,1126,2995
24/10/2018,04 - 05,1886,1138,3024
24/10/2018,05 - 06,2063,1229,3292
24/10/2018,06 - 07,2460,1436,3896
24/10/2018,07 - 08,2835,1688,4523
24/10/2018,08 - 09,2906,1750,4656
24/10/2018,09 - 10,2830,1771,4601
24/10/2018,10 - 11,2872,1762,4634
24/10/2018,11 - 12,2896,1759,4655
24/10/2018,12 - 13,2859,1740,4599
24/10/2018,13 - 14,2874,1720,4594
24/10/2018,14 - 15,2807,1700,4507
24/10/2018,15 - 16,2669,1678,4347
24/10/2018,16 - 17,2676,1664,4340
24/10/2018,17 - 18,2875,1798,4673
24/10/2018,18 - 19,2925,1917,4842
24/10/2018,19 - 20,2777,1795,4572
24/10/2018,20 - 21,2606,1681,4287
24/10/2018,21 - 22,2476,1588,4064
24/10/2018,22 - 23,2212,1443,3655
24/10/2018,23 - 00,1998,1306,3304
25/10/2018,00 - 01,1857,1215,3072
25/10/2018,01 - 02,1850,1117,2967
25/10/2018,02 - 03,1850,1084,2934
25/10/2018,03 - 04,1872,1081,2953
25/10/2018,04 - 05,1926,1099,3025
25/10/2018,05 - 06,2073,1211,3284
25/10/2018,06 - 07,2411,1450,3861
25/10/2018,07 - 08,2815,1690,4505
25/10/2018,08 - 09,2897,1751,4648
25/10/2018,09 - 10,2840,1775,4615
25/10/2018,10 - 11,2880,1777,4657
25/10/2018,11 - 12,2870,1747,4617
25/10/2018,12 - 13,2820,1733,4553
25/10/2018,13 - 14,2776,1717,4493
25/10/2018,14 - 15,2681,1702,4383
25/10/2018,15 - 16,2612,1678,4290
25/10/2018,16 - 17,2606,1709,4315
25/10/2018,17 - 18,2775,1837,4612
25/10/2018,18 - 19,2844,1838,4682
25/10/2018,19 - 20,2737,1703,4440
25/10/2018,20 - 21,2558,1620,4178
25/10/2018,21 - 22,2403,1515,3918
25/10/2018,22 - 23,2193,1383,3576
25/10/2018,23 - 00,1990,1247,3237
26/10/2018,00 - 01,1849,1162,3011
26/10/2018,01 - 02,1791,1092,2883
26/10/2018,02 - 03,1764,1080,2844
26/10/2018,03 - 04,1753,1080,2833
26/10/2018,04 - 05,1812,1110,2922
26/10/2018,05 - 06,1970,1218,3188
26/10/2018,06 - 07,2353,1477,3830
26/10/2018,07 - 08,2741,1719,4460
26/10/2018,08 - 09,2854,1773,4627
26/10/2018,09 - 10,2808,1802,4610
26/10/2018,10 - 11,2836,1809,4645
26/10/2018,11 - 12,2951,1819,4770
26/10/2018,12 - 13,2739,1786,4525
26/10/2018,13 - 14,2678,1752,4430
26/10/2018,14 - 15,2544,1721,4265
26/10/2018,15 - 16,2510,1700,4210
26/10/2018,16 - 17,2534,1720,4254
26/10/2018,17 - 18,2613,1823,4436
26/10/2018,18 - 19,2624,1882,4506
26/10/2018,19 - 20,2447,1727,4174
26/10/2018,20 - 21,2381,1588,3969
26/10/2018,21 - 22,2245,1487,3732
26/10/2018,22 - 23,2043,1362,3405
26/10/2018,23 - 00,1957,1285,3242
27/10/2018,00 - 01,1837,1200,3037
27/10/2018,01 - 02,1702,1142,2844
27/10/2018,02 - 03,1687,1125,2812
27/10/2018,03 - 04,1690,1118,2808
27/10/2018,04 - 05,1698,1131,2829
27/10/2018,05 - 06,1782,1171,2953
27/10/2018,06 - 07,1924,1218,3142
27/10/2018,07 - 08,2115,1327,3442
27/10/2018,08 - 09,2268,1431,3699
