,Hours,DK1,DK2,DK
02/11/2018,11 - 12,1855,731,2586
02/11/2018,12 - 13,2034,772,2806
02/11/2018,13 - 14,2192,736,2928
02/11/2018,14 - 15,2223,774,2997
02/11/2018,15 - 16,2330,736,3066
02/11/2018,16 - 17,2357,743,3100
02/11/2018,17 - 18,2088,746,2834
02/11/2018,18 - 19,2044,662,2706
02/11/2018,19 - 20,1979,482,2461
02/11/2018,20 - 21,1869,420,2289
02/11/2018,21 - 22,1643,339,1982
02/11/2018,22 - 23,1533,304,1837
02/11/2018,23 - 00,1447,269,1716
03/11/2018,00 - 01,1323,288,1611
03/11/2018,01 - 02,1202,241,1443
03/11/2018,02 - 03,1082,220,1302
03/11/2018,03 - 04,942,179,1121
03/11/2018,04 - 05,893,146,1039
03/11/2018,05 - 06,767,113,880
03/11/2018,06 - 07,754,91,845
03/11/2018,07 - 08,717,80,797
03/11/2018,08 - 09,800,68,868
03/11/2018,09 - 10,775,54,829
03/11/2018,10 - 11,745,39,784
03/11/2018,11 - 12,902,56,958
03/11/2018,12 - 13,1195,86,1281
03/11/2018,13 - 14,1472,95,1567
03/11/2018,14 - 15,1484,76,1560
03/11/2018,15 - 16,1348,66,1414
03/11/2018,16 - 17,1465,91,1556
03/11/2018,17 - 18,1563,129,1692
03/11/2018,18 - 19,1681,136,1817
03/11/2018,19 - 20,1717,145,1862
03/11/2018,20 - 21,1706,154,1860
03/11/2018,21 - 22,1692,174,1866
03/11/2018,22 - 23,1706,187,1893
03/11/2018,23 - 00,1705,178,1883
04/11/2018,00 - 01,1649,158,1807
04/11/2018,01 - 02,1579,155,1734
04/11/2018,02 - 03,1585,173,1758
04/11/2018,03 - 04,1602,241,1843
04/11/2018,04 - 05,1474,287,1761
04/11/2018,05 - 06,1400,271,1671
04/11/2018,06 - 07,1459,277,1736
04/11/2018,07 - 08,1565,334,1899
04/11/2018,08 - 09,1559,335,1894
04/11/2018,09 - 10,1435,281,1716
04/11/2018,10 - 11,1363,231,1594
04/11/2018,11 - 12,1339,236,1575
04/11/2018,12 - 13,1246,245,1491
04/11/2018,13 - 14,1075,199,1274
04/11/2018,14 - 15,980,181,1161
04/11/2018,15 - 16,961,152,1113
04/11/2018,16 - 17,892,162,1054
04/11/2018,17 - 18,875,144,1019
04/11/2018,18 - 19,861,133,994
04/11/2018,19 - 20,857,96,953
04/11/2018,20 - 21,847,92,939
04/11/2018,21 - 22,742,94,836
04/11/2018,22 - 23,584,91,675
04/11/2018,23 - 00,417,76,493
05/11/2018,00 - 01,322,85,407
05/11/2018,01 - 02,243,103,346
05/11/2018,02 - 03,233,117,350
05/11/2018,03 - 04,227,111,338
05/11/2018,04 - 05,284,94,378
05/11/2018,05 - 06,330,102,432
05/11/2018,06 - 07,342,109,451
05/11/2018,07 - 08,367,97,464
05/11/2018,08 - 09,434,115,549
05/11/2018,09 - 10,446,105,551
05/11/2018,10 - 11,454,99,553
05/11/2018,11 - 12,394,105,499
05/11/2018,12 - 13,344,96,440
05/11/2018,13 - 14,351,93,444
05/11/2018,14 - 15,452,140,592
05/11/2018,15 - 16,531,124,655
05/11/2018,16 - 17,613,148,761
05/11/2018,17 - 18,624,176,800
05/11/2018,18 - 19,617,193,810
05/11/2018,19 - 20,663,197,860
05/11/2018,20 - 21,667,207,874
05/11/2018,21 - 22,653,238,891
05/11/2018,22 - 23,646,278,924
05/11/2018,23 - 00,759,317,1076
06/11/2018,00 - 01,870,305,1175
06/11/2018,01 - 02,849,261,1110
06/11/2018,02 - 03,877,216,1093
06/11/2018,03 - 04,886,238,1124
06/11/2018,04 - 05,905,225,1130
06/11/2018,05 - 06,823,226,1049
06/11/2018,06 - 07,729,217,946
06/11/2018,07 - 08,589,216,805
06/11/2018,08 - 09,523,249,772
06/11/2018,09 - 10,470,183,653
06/11/2018,10 - 11,452,128,580
06/11/2018,11 - 12,369,85,454
06/11/2018,12 - 13,289,67,356
06/11/2018,13 - 14,235,50,285
06/11/2018,14 - 15,249,20,269
06/11/2018,15 - 16,205,12,217
06/11/2018,16 - 17,178,24,202
06/11/2018,17 - 18,209,52,261
06/11/2018,18 - 19,290,79,369
06/11/2018,19 - 20,394,67,461
06/11/2018,20 - 21,431,45,476
06/11/2018,21 - 22,466,29,495
06/11/2018,22 - 23,536,34,570
06/11/2018,23 - 00,459,38,497
07/11/2018,00 - 01,418,60,478
07/11/2018,01 - 02,515,98,613
07/11/2018,02 - 03,653,152,805
07/11/2018,03 - 04,774,185,959
07/11/2018,04 - 05,926,188,1114
07/11/2018,05 - 06,1050,190,1240
07/11/2018,06 - 07,1229,231,1460
07/11/2018,07 - 08,1274,230,1504
07/11/2018,08 - 09,1162,166,1328
07/11/2018,09 - 10,1169,117,1286
07/11/2018,10 - 11,1013,92,1105
07/11/2018,11 - 12,885,95,980
07/11/2018,12 - 13,712,52,764
07/11/2018,13 - 14,558,52,610
07/11/2018,14 - 15,523,49,572
07/11/2018,15 - 16,532,45,577
07/11/2018,16 - 17,542,30,572
07/11/2018,17 - 18,536,41,577
07/11/2018,18 - 19,500,68,568
07/11/2018,19 - 20,492,129,621
07/11/2018,20 - 21,511,148,659
07/11/2018,21 - 22,532,113,645
07/11/2018,22 - 23,557,112,669
07/11/2018,23 - 00,587,94,681
08/11/2018,00 - 01,536,55,591
08/11/2018,01 - 02,463,44,507
08/11/2018,02 - 03,455,35,490
08/11/2018,03 - 04,447,31,478
08/11/2018,04 - 05,436,27,463
08/11/2018,05 - 06,464,43,507
08/11/2018,06 - 07,473,44,517
08/11/2018,07 - 08,428,53,481
08/11/2018,08 - 09,426,82,508
08/11/2018,09 - 10,448,97,545
08/11/2018,10 - 11,381,91,472
08/11/2018,11 - 12,370,90,460
08/11/2018,12 - 13,416,77,493
08/11/2018,13 - 14,509,63,572
08/11/2018,14 - 15,485,58,543
08/11/2018,15 - 16,401,65,466
08/11/2018,16 - 17,291,43,334
08/11/2018,17 - 18,300,30,330
08/11/2018,18 - 19,303,29,332
08/11/2018,19 - 20,286,35,321
08/11/2018,20 - 21,218,27,245
08/11/2018,21 - 22,155,20,175
08/11/2018,22 - 23,102,10,112
08/11/2018,23 - 00,51,5,56
09/11/2018,00 - 01,17,4,21
09/11/2018,01 - 02,4,3,7
09/11/2018,02 - 03,3,3,6
09/11/2018,03 - 04,10,3,13
09/11/2018,04 - 05,21,2,23
09/11/2018,05 - 06,73,3,76
09/11/2018,06 - 07,149,8,157
09/11/2018,07 - 08,190,11,201
09/11/2018,08 - 09,241,17,258
09/11/2018,09 - 10,262,30,292
09/11/2018,10 - 11,263,35,298
09/11/2018,11 - 12,256,43,299
09/11/2018,12 - 13,367,64,431
09/11/2018,13 - 14,462,70,532
09/11/2018,14 - 15,612,90,702
09/11/2018,15 - 16,734,145,879
09/11/2018,16 - 17,906,235,1141
09/11/2018,17 - 18,1008,313,1321
09/11/2018,18 - 19,1187,347,1534
09/11/2018,19 - 20,1385,397,1782
09/11/2018,20 - 21,1458,332,1790
09/11/2018,21 - 22,1475,281,1756
09/11/2018,22 - 23,1477,275,1752
09/11/2018,23 - 00,1358,296,1654
10/11/2018,00 - 01,1417,259,1676
10/11/2018,01 - 02,1453,238,1691
10/11/2018,02 - 03,1545,249,1794
10/11/2018,03 - 04,1607,276,1883
10/11/2018,04 - 05,1712,379,2091
10/11/2018,05 - 06,1956,469,2425
10/11/2018,06 - 07,2296,490,2786
10/11/2018,07 - 08,2543,498,3041
10/11/2018,08 - 09,2748,528,3276
10/11/2018,09 - 10,2853,546,3399
10/11/2018,10 - 11,2792,655,3447
10/11/2018,11 - 12,2660,684,3344
10/11/2018,12 - 13,2487,585,3072
10/11/2018,13 - 14,2404,547,2951
10/11/2018,14 - 15,2198,478,2676
10/11/2018,15 - 16,1930,520,2450
10/11/2018,16 - 17,1752,528,2280
10/11/2018,17 - 18,1643,521,2164
10/11/2018,18 - 19,1643,482,2125
10/11/2018,19 - 20,1659,525,2184
10/11/2018,20 - 21,1624,470,2094
10/11/2018,21 - 22,1693,511,2204
10/11/2018,22 - 23,1839,527,2366
10/11/2018,23 - 00,1889,553,2442
11/11/2018,00 - 01,2053,613,2666
11/11/2018,01 - 02,2058,626,2684
11/11/2018,02 - 03,1913,627,2540
11/11/2018,03 - 04,1731,637,2368
11/11/2018,04 - 05,1594,585,2179
11/11/2018,05 - 06,1506,555,2061
11/11/2018,06 - 07,1476,575,2051
11/11/2018,07 - 08,1553,559,2112
11/11/2018,08 - 09,1608,508,2116
11/11/2018,09 - 10,1653,466,2119
11/11/2018,10 - 11,1563,449,2012
11/11/2018,11 - 12,1691,409,2100
11/11/2018,12 - 13,1724,467,2191
11/11/2018,13 - 14,1706,500,2206
11/11/2018,14 - 15,1643,475,2118
11/11/2018,15 - 16,1601,513,2114
11/11/2018,16 - 17,1611,492,2103
11/11/2018,17 - 18,1667,463,2130
11/11/2018,18 - 19,1382,500,1882
11/11/2018,19 - 20,1321,570,1891
11/11/2018,20 - 21,1551,526,2077
11/11/2018,21 - 22,1871,571,2442
11/11/2018,22 - 23,1867,493,2360
11/11/2018,23 - 00,1880,303,2183
12/11/2018,00 - 01,1603,303,1906
12/11/2018,01 - 02,1604,321,1925
12/11/2018,02 - 03,1497,321,1818
12/11/2018,03 - 04,1359,230,1589
12/11/2018,04 - 05,1286,188,1474
12/11/2018,05 - 06,1135,150,1285
12/11/2018,06 - 07,985,98,1083
12/11/2018,07 - 08,868,94,962
12/11/2018,08 - 09,844,81,925
12/11/2018,09 - 10,773,80,853
12/11/2018,10 - 11,718,60,778
12/11/2018,11 - 12,631,55,686
12/11/2018,12 - 13,548,91,639
12/11/2018,13 - 14,378,145,523
12/11/2018,14 - 15,297,94,391
12/11/2018,15 - 16,267,111,378
12/11/2018,16 - 17,308,76,384
12/11/2018,17 - 18,313,51,364
12/11/2018,18 - 19,278,57,335
12/11/2018,19 - 20,175,85,260
12/11/2018,20 - 21,178,134,312
12/11/2018,21 - 22,278,221,499
12/11/2018,22 - 23,458,180,638
12/11/2018,23 - 00,646,216,862
13/11/2018,00 - 01,815,153,968
13/11/2018,01 - 02,931,178,1109
13/11/2018,02 - 03,922,134,1056
13/11/2018,03 - 04,964,119,1083
13/11/2018,04 - 05,1068,123,1191
13/11/2018,05 - 06,1172,127,1299
13/11/2018,06 - 07,1154,178,1332
13/11/2018,07 - 08,1113,200,1313
13/11/2018,08 - 09,1278,169,1447
13/11/2018,09 - 10,1457,246,1703
13/11/2018,10 - 11,1517,337,1854
13/11/2018,11 - 12,1659,451,2110
13/11/2018,12 - 13,1668,559,2227
13/11/2018,13 - 14,1719,580,2299
13/11/2018,14 - 15,1716,567,2283
13/11/2018,15 - 16,1362,541,1903
13/11/2018,16 - 17,1125,548,1673
13/11/2018,17 - 18,1360,531,1891
13/11/2018,18 - 19,1360,650,2010
13/11/2018,19 - 20,1430,650,2080
13/11/2018,20 - 21,1293,665,1958
13/11/2018,21 - 22,982,642,1624
13/11/2018,22 - 23,1017,517,1534
13/11/2018,23 - 00,1229,559,1788
14/11/2018,00 - 01,1253,643,1896
14/11/2018,01 - 02,1062,604,1666
14/11/2018,02 - 03,928,579,1507
14/11/2018,03 - 04,884,445,1329
14/11/2018,04 - 05,852,367,1219
14/11/2018,05 - 06,721,270,991
14/11/2018,06 - 07,646,293,939
14/11/2018,07 - 08,605,286,891
14/11/2018,08 - 09,644,250,894
14/11/2018,09 - 10,738,200,938
14/11/2018,10 - 11,821,189,1010
14/11/2018,11 - 12,898,156,1054
14/11/2018,12 - 13,1001,127,1128
14/11/2018,13 - 14,1060,140,1200
14/11/2018,14 - 15,1058,103,1161
14/11/2018,15 - 16,1030,99,1129
14/11/2018,16 - 17,993,123,1116
14/11/2018,17 - 18,1092,114,1206
14/11/2018,18 - 19,1254,128,1382
14/11/2018,19 - 20,1317,113,1430
14/11/2018,20 - 21,1389,99,1488
14/11/2018,21 - 22,1393,101,1494
14/11/2018,22 - 23,1415,107,1522
14/11/2018,23 - 00,1420,128,1548
15/11/2018,00 - 01,1362,116,1478
15/11/2018,01 - 02,1281,97,1378
15/11/2018,02 - 03,1087,87,1174
15/11/2018,03 - 04,936,78,1014
15/11/2018,04 - 05,844,78,922
15/11/2018,05 - 06,882,65,947
15/11/2018,06 - 07,884,63,947
15/11/2018,07 - 08,867,87,954
15/11/2018,08 - 09,764,110,874
15/11/2018,09 - 10,646,130,776
15/11/2018,10 - 11,538,155,693
15/11/2018,11 - 12,456,144,600
15/11/2018,12 - 13,450,134,584
15/11/2018,13 - 14,503,113,616
15/11/2018,14 - 15,578,111,689
15/11/2018,15 - 16,625,121,746
15/11/2018,16 - 17,736,189,925
15/11/2018,17 - 18,807,294,1101
15/11/2018,18 - 19,1013,341,1354
15/11/2018,19 - 20,1275,360,1635
15/11/2018,20 - 21,1407,406,1813
15/11/2018,21 - 22,1408,433,1841
15/11/2018,22 - 23,1341,418,1759
15/11/2018,23 - 00,1324,394,1718
16/11/2018,00 - 01,1311,421,1732
16/11/2018,01 - 02,1315,487,1802
16/11/2018,02 - 03,1348,501,1849
16/11/2018,03 - 04,1332,495,1827
16/11/2018,04 - 05,1199,511,1710
16/11/2018,05 - 06,1166,533,1699
16/11/2018,06 - 07,1334,482,1816
16/11/2018,07 - 08,1228,470,1698
16/11/2018,08 - 09,1199,474,1673
16/11/2018,09 - 10,1001,452,1453
16/11/2018,10 - 11,822,424,1246
16/11/2018,11 - 12,667,367,1034
16/11/2018,12 - 13,614,365,979
16/11/2018,13 - 14,661,307,968
16/11/2018,14 - 15,643,269,912
16/11/2018,15 - 16,725,296,1021
16/11/2018,16 - 17,850,314,1164
16/11/2018,17 - 18,1034,369,1403
16/11/2018,18 - 19,1087,494,1581
16/11/2018,19 - 20,1063,554,1617
16/11/2018,20 - 21,1188,516,1704
16/11/2018,21 - 22,1243,477,1720
16/11/2018,22 - 23,1243,412,1655
16/11/2018,23 - 00,1170,359,1529
17/11/2018,00 - 01,1047,288,1335
17/11/2018,01 - 02,927,251,1178
17/11/2018,02 - 03,869,201,1070
17/11/2018,03 - 04,761,160,921
17/11/2018,04 - 05,698,175,873
17/11/2018,05 - 06,629,216,845
17/11/2018,06 - 07,673,219,892
17/11/2018,07 - 08,769,190,959
17/11/2018,08 - 09,867,208,1075
17/11/2018,09 - 10,798,185,983
17/11/2018,10 - 11,719,127,846
17/11/2018,11 - 12,608,109,717
17/11/2018,12 - 13,414,94,508
17/11/2018,13 - 14,329,70,399
17/11/2018,14 - 15,305,83,388
17/11/2018,15 - 16,288,131,419
17/11/2018,16 - 17,306,119,425
17/11/2018,17 - 18,314,69,383
17/11/2018,18 - 19,224,83,307
17/11/2018,19 - 20,198,96,294
17/11/2018,20 - 21,218,67,285
17/11/2018,21 - 22,235,41,276
17/11/2018,22 - 23,219,39,258
17/11/2018,23 - 00,296,39,335
18/11/2018,00 - 01,281,33,314
18/11/2018,01 - 02,245,26,271
18/11/2018,02 - 03,201,13,214
18/11/2018,03 - 04,113,24,137
18/11/2018,04 - 05,127,41,168
18/11/2018,05 - 06,213,127,340
18/11/2018,06 - 07,335,108,443
18/11/2018,07 - 08,396,110,506
18/11/2018,08 - 09,642,155,797
18/11/2018,09 - 10,757,233,990
18/11/2018,10 - 11,845,291,1136
18/11/2018,11 - 12,960,264,1224
18/11/2018,12 - 13,981,319,1300
18/11/2018,13 - 14,971,350,1321
18/11/2018,14 - 15,1130,409,1539
18/11/2018,15 - 16,1328,472,1800
18/11/2018,16 - 17,1635,582,2217
18/11/2018,17 - 18,1752,620,2372
18/11/2018,18 - 19,1666,619,2285
18/11/2018,19 - 20,1428,628,2056
18/11/2018,20 - 21,1191,660,1851
18/11/2018,21 - 22,1190,679,1869
18/11/2018,22 - 23,1179,665,1844
18/11/2018,23 - 00,1159,614,1773
19/11/2018,00 - 01,1160,615,1775
19/11/2018,01 - 02,1302,662,1964
19/11/2018,02 - 03,1367,696,2063
19/11/2018,03 - 04,1571,731,2302
19/11/2018,04 - 05,1751,760,2511
19/11/2018,05 - 06,1849,763,2612
19/11/2018,06 - 07,1958,769,2727
19/11/2018,07 - 08,1766,778,2544
19/11/2018,08 - 09,2057,772,2829
19/11/2018,09 - 10,2086,784,2870
19/11/2018,10 - 11,2197,794,2991
19/11/2018,11 - 12,2172,734,2906
19/11/2018,12 - 13,2292,721,3013
19/11/2018,13 - 14,2224,756,2980
19/11/2018,14 - 15,2130,739,2869
19/11/2018,15 - 16,2154,769,2923
19/11/2018,16 - 17,2177,749,2926
19/11/2018,17 - 18,2223,745,2968
19/11/2018,18 - 19,2292,724,3016
19/11/2018,19 - 20,2348,734,3082
19/11/2018,20 - 21,2372,703,3075
19/11/2018,21 - 22,2382,695,3077
19/11/2018,22 - 23,2430,696,3126
19/11/2018,23 - 00,2398,708,3106
20/11/2018,00 - 01,2324,698,3022
20/11/2018,01 - 02,2234,713,2947
20/11/2018,02 - 03,2206,687,2893
20/11/2018,03 - 04,2204,719,2923
20/11/2018,04 - 05,2272,708,2980
20/11/2018,05 - 06,2402,720,3122
20/11/2018,06 - 07,2454,759,3213
20/11/2018,07 - 08,2506,783,3289
20/11/2018,08 - 09,2181,831,3012
20/11/2018,09 - 10,2389,741,3130
20/11/2018,10 - 11,2355,764,3119
20/11/2018,11 - 12,2368,790,3158
20/11/2018,12 - 13,2490,808,3298
20/11/2018,13 - 14,2661,848,3509
20/11/2018,14 - 15,2603,883,3486
20/11/2018,15 - 16,2669,899,3568
20/11/2018,16 - 17,2674,898,3572
20/11/2018,17 - 18,2656,903,3559
20/11/2018,18 - 19,2871,912,3783
20/11/2018,19 - 20,3068,913,3981
20/11/2018,20 - 21,2806,899,3705
20/11/2018,21 - 22,2627,853,3480
20/11/2018,22 - 23,2802,839,3641
20/11/2018,23 - 00,2984,830,3814
21/11/2018,00 - 01,2685,826,3511
21/11/2018,01 - 02,2843,865,3708
21/11/2018,02 - 03,2810,852,3662
21/11/2018,03 - 04,2856,844,3700
21/11/2018,04 - 05,3057,833,3890
21/11/2018,05 - 06,2945,832,3777
21/11/2018,06 - 07,2678,798,3476
21/11/2018,07 - 08,2793,804,3597
21/11/2018,08 - 09,2982,793,3775
21/11/2018,09 - 10,2820,819,3639
21/11/2018,10 - 11,2750,837,3587
21/11/2018,11 - 12,2627,866,3493
21/11/2018,12 - 13,2608,860,3468
21/11/2018,13 - 14,2595,846,3441
21/11/2018,14 - 15,2574,843,3417
21/11/2018,15 - 16,2428,806,3234
21/11/2018,16 - 17,2283,761,3044
21/11/2018,17 - 18,2150,747,2897
21/11/2018,18 - 19,2069,733,2802
21/11/2018,19 - 20,2018,703,2721
21/11/2018,20 - 21,1946,646,2592
21/11/2018,21 - 22,1826,591,2417
21/11/2018,22 - 23,1600,577,2177
21/11/2018,23 - 00,1464,504,1968
22/11/2018,00 - 01,1357,396,1753
22/11/2018,01 - 02,1281,376,1657
22/11/2018,02 - 03,1133,402,1535
22/11/2018,03 - 04,1060,360,1420
22/11/2018,04 - 05,1028,312,1340
22/11/2018,05 - 06,947,274,1221
22/11/2018,06 - 07,874,229,1103
22/11/2018,07 - 08,829,232,1061
22/11/2018,08 - 09,793,214,1007
22/11/2018,09 - 10,782,181,963
22/11/2018,10 - 11,774,183,957
22/11/2018,11 - 12,784,188,972
22/11/2018,12 - 13,774,190,964
22/11/2018,13 - 14,765,181,946
22/11/2018,14 - 15,755,177,932
22/11/2018,15 - 16,710,168,878
22/11/2018,16 - 17,675,162,837
22/11/2018,17 - 18,646,174,820
22/11/2018,18 - 19,645,157,802
22/11/2018,19 - 20,633,152,785
22/11/2018,20 - 21,616,141,757
22/11/2018,21 - 22,606,121,727
22/11/2018,22 - 23,614,104,718
22/11/2018,23 - 00,570,91,661
23/11/2018,00 - 01,496,85,581
23/11/2018,01 - 02,434,80,514
23/11/2018,02 - 03,447,73,520
23/11/2018,03 - 04,464,67,531
23/11/2018,04 - 05,474,78,552
23/11/2018,05 - 06,456,92,548
23/11/2018,06 - 07,426,89,515
23/11/2018,07 - 08,479,86,565
23/11/2018,08 - 09,506,81,587
23/11/2018,09 - 10,507,72,579
23/11/2018,10 - 11,484,71,555
23/11/2018,11 - 12,397,59,456
23/11/2018,12 - 13,335,46,381
23/11/2018,13 - 14,277,27,304
23/11/2018,14 - 15,238,21,259
23/11/2018,15 - 16,188,17,205
23/11/2018,16 - 17,162,16,178
23/11/2018,17 - 18,133,19,152
23/11/2018,18 - 19,122,18,140
23/11/2018,19 - 20,100,21,121
23/11/2018,20 - 21,72,31,103
23/11/2018,21 - 22,78,23,101
23/11/2018,22 - 23,88,11,99
23/11/2018,23 - 00,64,7,71
24/11/2018,00 - 01,42,4,46
24/11/2018,01 - 02,34,4,38
24/11/2018,02 - 03,43,3,46
24/11/2018,03 - 04,83,6,89
24/11/2018,04 - 05,127,8,135
24/11/2018,05 - 06,132,11,143
24/11/2018,06 - 07,135,4,139
24/11/2018,07 - 08,153,5,158
24/11/2018,08 - 09,176,5,181
24/11/2018,09 - 10,230,7,237
24/11/2018,10 - 11,257,8,265
24/11/2018,11 - 12,293,13,306
24/11/2018,12 - 13,332,11,343
24/11/2018,13 - 14,401,13,414
24/11/2018,14 - 15,527,23,550
24/11/2018,15 - 16,675,31,706
24/11/2018,16 - 17,1006,40,1046
24/11/2018,17 - 18,1072,41,1113
24/11/2018,18 - 19,958,41,999
24/11/2018,19 - 20,941,60,1001
24/11/2018,20 - 21,954,62,1016
24/11/2018,21 - 22,942,73,1015
24/11/2018,22 - 23,1013,52,1065
24/11/2018,23 - 00,1061,44,1105
25/11/2018,00 - 01,1126,54,1180
25/11/2018,01 - 02,1092,62,1154
25/11/2018,02 - 03,1037,89,1126
25/11/2018,03 - 04,884,106,990
25/11/2018,04 - 05,920,129,1049
25/11/2018,05 - 06,996,193,1189
25/11/2018,06 - 07,1125,216,1341
25/11/2018,07 - 08,1248,192,1440
25/11/2018,08 - 09,1298,164,1462
25/11/2018,09 - 10,1291,146,1437
25/11/2018,10 - 11,1286,155,1441
25/11/2018,11 - 12,1293,168,1461
25/11/2018,12 - 13,1209,171,1380
25/11/2018,13 - 14,1117,170,1287
25/11/2018,14 - 15,1061,198,1259
25/11/2018,15 - 16,1099,241,1340
25/11/2018,16 - 17,1126,296,1422
25/11/2018,17 - 18,1163,332,1495
25/11/2018,18 - 19,1179,406,1585
25/11/2018,19 - 20,1152,421,1573
25/11/2018,20 - 21,1131,386,1517
25/11/2018,21 - 22,1037,455,1492
25/11/2018,22 - 23,974,432,1406
25/11/2018,23 - 00,855,378,1233
26/11/2018,00 - 01,766,406,1172
26/11/2018,01 - 02,624,306,930
26/11/2018,02 - 03,515,222,737
26/11/2018,03 - 04,474,167,641
26/11/2018,04 - 05,485,151,636
26/11/2018,05 - 06,496,171,667
26/11/2018,06 - 07,502,191,693
26/11/2018,07 - 08,511,210,721
26/11/2018,08 - 09,471,176,647
26/11/2018,09 - 10,409,165,574
26/11/2018,10 - 11,255,120,375
26/11/2018,11 - 12,115,95,210
26/11/2018,12 - 13,80,80,160
26/11/2018,13 - 14,85,50,135
26/11/2018,14 - 15,115,73,188
26/11/2018,15 - 16,145,137,282
26/11/2018,16 - 17,184,165,349
26/11/2018,17 - 18,214,173,387
26/11/2018,18 - 19,190,174,364
26/11/2018,19 - 20,145,149,294
26/11/2018,20 - 21,136,80,216
26/11/2018,21 - 22,118,112,230
26/11/2018,22 - 23,194,127,321
26/11/2018,23 - 00,235,132,367
27/11/2018,00 - 01,214,135,349
27/11/2018,01 - 02,237,135,372
27/11/2018,02 - 03,169,136,305
27/11/2018,03 - 04,117,120,237
27/11/2018,04 - 05,98,110,208
27/11/2018,05 - 06,64,40,104
27/11/2018,06 - 07,57,25,82
27/11/2018,07 - 08,62,27,89
27/11/2018,08 - 09,82,28,110
27/11/2018,09 - 10,69,18,87
27/11/2018,10 - 11,65,14,79
27/11/2018,11 - 12,65,7,72
27/11/2018,12 - 13,61,11,72
27/11/2018,13 - 14,99,15,114
27/11/2018,14 - 15,193,10,203
27/11/2018,15 - 16,264,10,274
27/11/2018,16 - 17,421,24,445
27/11/2018,17 - 18,650,37,687
27/11/2018,18 - 19,757,43,800
27/11/2018,19 - 20,694,60,754
27/11/2018,20 - 21,805,66,871
27/11/2018,21 - 22,851,82,933
27/11/2018,22 - 23,891,91,982
27/11/2018,23 - 00,1013,115,1128
28/11/2018,00 - 01,1093,156,1249
28/11/2018,01 - 02,1227,251,1478
28/11/2018,02 - 03,1343,228,1571
28/11/2018,03 - 04,1264,244,1508
28/11/2018,04 - 05,1314,282,1596
28/11/2018,05 - 06,1567,321,1888
28/11/2018,06 - 07,1438,361,1799
28/11/2018,07 - 08,1714,399,2113
28/11/2018,08 - 09,2195,398,2593
28/11/2018,09 - 10,2471,526,2997
28/11/2018,10 - 11,2621,622,3243
28/11/2018,11 - 12,2826,703,3529
28/11/2018,12 - 13,2641,787,3428
28/11/2018,13 - 14,2697,867,3564
28/11/2018,14 - 15,2902,891,3793
28/11/2018,15 - 16,2792,903,3695
28/11/2018,16 - 17,2849,911,3760
28/11/2018,17 - 18,2992,952,3944
28/11/2018,18 - 19,2746,980,3726
28/11/2018,19 - 20,2766,999,3765
28/11/2018,20 - 21,3129,1016,4145
28/11/2018,21 - 22,3170,1013,4183
28/11/2018,22 - 23,3065,1024,4089
28/11/2018,23 - 00,3256,1028,4284
29/11/2018,00 - 01,3035,1035,4070
29/11/2018,01 - 02,2652,1024,3676
29/11/2018,02 - 03,2852,1011,3863
29/11/2018,03 - 04,2876,1002,3878
29/11/2018,04 - 05,2994,987,3981
29/11/2018,05 - 06,2726,979,3705
29/11/2018,06 - 07,2620,975,3595
29/11/2018,07 - 08,2736,950,3686
29/11/2018,08 - 09,2536,923,3459
29/11/2018,09 - 10,2503,903,3406
29/11/2018,10 - 11,2210,887,3097
29/11/2018,11 - 12,2311,887,3198
29/11/2018,12 - 13,2402,885,3287
29/11/2018,13 - 14,2476,878,3354
29/11/2018,14 - 15,2543,844,3387
29/11/2018,15 - 16,2785,863,3648
29/11/2018,16 - 17,3029,905,3934
29/11/2018,17 - 18,3415,956,4371
29/11/2018,18 - 19,3261,960,4221
29/11/2018,19 - 20,3258,953,4211
29/11/2018,20 - 21,3391,932,4323
29/11/2018,21 - 22,3383,931,4314
29/11/2018,22 - 23,2908,900,3808
29/11/2018,23 - 00,2683,848,3531
30/11/2018,00 - 01,2618,847,3465
30/11/2018,01 - 02,2766,833,3599
30/11/2018,02 - 03,2757,812,3569
30/11/2018,03 - 04,2607,787,3394
30/11/2018,04 - 05,2805,760,3565
30/11/2018,05 - 06,2827,741,3568
30/11/2018,06 - 07,2707,711,3418
30/11/2018,07 - 08,2748,668,3416
30/11/2018,08 - 09,2663,651,3314
30/11/2018,09 - 10,2634,634,3268
30/11/2018,10 - 11,2705,650,3355
30/11/2018,11 - 12,2748,637,3385
30/11/2018,12 - 13,2796,601,3397
30/11/2018,13 - 14,2733,516,3249
30/11/2018,14 - 15,2617,465,3082
30/11/2018,15 - 16,2532,480,3012
30/11/2018,16 - 17,2523,493,3016
30/11/2018,17 - 18,2484,470,2954
30/11/2018,18 - 19,2459,474,2933
30/11/2018,19 - 20,2465,471,2936
30/11/2018,20 - 21,2407,479,2886
30/11/2018,21 - 22,2274,500,2774
30/11/2018,22 - 23,2212,461,2673
30/11/2018,23 - 00,2120,421,2541
01/12/2018,00 - 01,1931,418,2349
01/12/2018,01 - 02,1887,382,2269
01/12/2018,02 - 03,1927,366,2293
01/12/2018,03 - 04,1925,371,2296
01/12/2018,04 - 05,1757,389,2146
01/12/2018,05 - 06,1465,377,1842
01/12/2018,06 - 07,1366,392,1758
01/12/2018,07 - 08,1291,415,1706
01/12/2018,08 - 09,1234,450,1684
