,ID,Hours,DK1,DK2,DK
12/03/2018,#####,23,1945,1251,3196
13/03/2018,#####,0,1940,1155,3095
13/03/2018,#####,1,2050,1145,3195
13/03/2018,#####,2,2013,1106,3119
13/03/2018,#####,3,2092,1076,3168
13/03/2018,#####,4,2237,1156,3393
13/03/2018,#####,5,2341,1292,3633
13/03/2018,#####,6,2759,1329,4088
13/03/2018,#####,7,3021,1460,4481
13/03/2018,#####,8,3075,1430,4505
13/03/2018,#####,9,3086,1470,4556
13/03/2018,#####,10,3302,1628,4930
13/03/2018,#####,11,3108,1521,4629
13/03/2018,#####,12,3291,1501,4792
13/03/2018,#####,13,3276,1518,4794
13/03/2018,#####,14,3276,1520,4796
13/03/2018,#####,15,3327,1551,4878
13/03/2018,#####,16,3269,1531,4800
13/03/2018,#####,17,3210,1567,4777
13/03/2018,#####,18,3140,1564,4704
13/03/2018,#####,19,3061,1563,4624
13/03/2018,#####,20,2888,1524,4412
13/03/2018,#####,21,2748,1433,4181
13/03/2018,#####,22,2524,1334,3858
13/03/2018,#####,23,2165,1310,3475
14/03/2018,#####,0,2017,1233,3250
14/03/2018,#####,1,1983,1182,3165
14/03/2018,#####,2,1957,1200,3157
14/03/2018,#####,3,1914,1193,3107
14/03/2018,#####,4,1865,1198,3063
14/03/2018,#####,5,1919,1289,3208
14/03/2018,#####,6,2458,1361,3819
14/03/2018,#####,7,2764,1524,4288
14/03/2018,#####,8,2811,1576,4387
14/03/2018,#####,9,2851,1610,4461
14/03/2018,#####,10,2896,1584,4480
14/03/2018,#####,11,2826,1529,4355
14/03/2018,#####,12,2592,1447,4039
14/03/2018,#####,13,2486,1416,3902
14/03/2018,#####,14,2346,1379,3725
14/03/2018,#####,15,2501,1368,3869
14/03/2018,#####,16,2492,1375,3867
14/03/2018,#####,17,2693,1396,4089
14/03/2018,#####,18,2956,1426,4382
14/03/2018,#####,19,3092,1480,4572
14/03/2018,#####,20,2887,1470,4357
14/03/2018,#####,21,2127,1427,3554
14/03/2018,#####,22,2106,1432,3538
14/03/2018,#####,23,2183,1401,3584
15/03/2018,#####,0,2244,1379,3623
15/03/2018,#####,1,2327,1442,3769
15/03/2018,#####,2,2361,1495,3856
15/03/2018,#####,3,2530,1566,4096
15/03/2018,#####,4,2975,1685,4660
15/03/2018,#####,5,3334,1844,5178
15/03/2018,#####,6,3691,1914,5605
15/03/2018,#####,7,4079,2045,6124
15/03/2018,#####,8,3910,2161,6071
15/03/2018,#####,9,4251,2189,6440
15/03/2018,#####,10,4181,2220,6401
15/03/2018,#####,11,4171,2247,6418
15/03/2018,#####,12,3961,2291,6252
15/03/2018,#####,13,3946,2291,6237
15/03/2018,#####,14,3889,2263,6152
15/03/2018,#####,15,3975,2257,6232
15/03/2018,#####,16,3982,2213,6195
15/03/2018,#####,17,4086,2236,6322
15/03/2018,#####,18,4152,2287,6439
15/03/2018,#####,19,4054,2299,6353
15/03/2018,#####,20,3856,2232,6088
15/03/2018,#####,21,3789,2183,5972
15/03/2018,#####,22,3763,2171,5934
15/03/2018,#####,23,3902,2120,6022
16/03/2018,#####,0,3905,2089,5994
16/03/2018,#####,1,3506,2077,5583
16/03/2018,#####,2,3407,2098,5505
16/03/2018,#####,3,3700,2123,5823
16/03/2018,#####,4,3943,2102,6045
16/03/2018,#####,5,4013,2127,6140
16/03/2018,#####,6,4312,2264,6576
16/03/2018,#####,7,4383,2354,6737
16/03/2018,#####,8,4572,2447,7019
16/03/2018,#####,9,4540,2491,7031
16/03/2018,#####,10,4576,2485,7061
16/03/2018,#####,11,4520,2476,6996
16/03/2018,#####,12,4350,2453,6803
16/03/2018,#####,13,4213,2459,6672
16/03/2018,#####,14,4294,2449,6743
16/03/2018,#####,15,4315,2421,6736
16/03/2018,#####,16,4361,2405,6766
16/03/2018,#####,17,4486,2367,6853
16/03/2018,#####,18,4517,2364,6881
16/03/2018,#####,19,4449,2372,6821
16/03/2018,#####,20,4338,2242,6580
16/03/2018,#####,21,4106,2159,6265
16/03/2018,#####,22,4024,2083,6107
16/03/2018,#####,23,3949,2079,6028
17/03/2018,#####,0,3835,1834,5669
17/03/2018,#####,1,3631,1826,5457
17/03/2018,#####,2,3555,1748,5303
17/03/2018,#####,3,3691,1737,5428
17/03/2018,#####,4,3554,1779,5333
17/03/2018,#####,5,3539,1810,5349
17/03/2018,#####,6,3451,1823,5274
17/03/2018,#####,7,3609,1869,5478
17/03/2018,#####,8,3651,1984,5635
17/03/2018,#####,9,3706,2107,5813
17/03/2018,#####,10,3807,2170,5977
17/03/2018,#####,11,3922,2117,6039
17/03/2018,#####,12,3853,2122,5975
17/03/2018,#####,13,3726,2107,5833
17/03/2018,#####,14,3636,2115,5751
17/03/2018,#####,15,3826,2062,5888
17/03/2018,#####,16,3856,2041,5897
17/03/2018,#####,17,3907,2123,6030
17/03/2018,#####,18,3814,2124,5938
17/03/2018,#####,19,3667,2102,5769
17/03/2018,#####,20,3285,2076,5361
17/03/2018,#####,21,2912,2040,4952
17/03/2018,#####,22,3608,1949,5557
17/03/2018,#####,23,3115,1785,4900
18/03/2018,#####,0,2655,1791,4446
18/03/2018,#####,1,2657,1638,4295
18/03/2018,#####,2,2526,1777,4303
18/03/2018,#####,3,2244,1767,4011
18/03/2018,#####,4,2272,1771,4043
18/03/2018,#####,5,2230,1785,4015
18/03/2018,#####,6,2512,1889,4401
18/03/2018,#####,7,2526,1850,4376
18/03/2018,#####,8,2955,2000,4955
18/03/2018,#####,9,2735,2102,4837
18/03/2018,#####,10,2757,2168,4925
18/03/2018,#####,11,2731,2172,4903
18/03/2018,#####,12,2972,2116,5088
18/03/2018,#####,13,2963,2102,5065
18/03/2018,#####,14,2934,2089,5023
18/03/2018,#####,15,2898,2015,4913
18/03/2018,#####,16,2872,1957,4829
18/03/2018,#####,17,2639,1852,4491
18/03/2018,#####,18,2410,1706,4116
18/03/2018,#####,19,2342,1706,4048
18/03/2018,#####,20,2128,1596,3724
18/03/2018,#####,21,1766,1514,3280
18/03/2018,#####,22,1854,1414,3268
18/03/2018,#####,23,1655,1328,2983
19/03/2018,#####,0,1858,1321,3179
19/03/2018,#####,1,1688,1263,2951
19/03/2018,#####,2,1676,1186,2862
19/03/2018,#####,3,1687,1170,2857
19/03/2018,#####,4,1779,1170,2949
19/03/2018,#####,5,2108,1056,3164
19/03/2018,#####,6,2773,1082,3855
19/03/2018,#####,7,3100,1305,4405
19/03/2018,#####,8,3332,1370,4702
19/03/2018,#####,9,3454,1353,4807
19/03/2018,#####,10,3701,1428,5129
19/03/2018,#####,11,3705,1494,5199
19/03/2018,#####,12,3778,1504,5282
19/03/2018,#####,13,3739,1515,5254
19/03/2018,#####,14,3781,1409,5190
19/03/2018,#####,15,3849,1427,5276
19/03/2018,#####,16,3986,1452,5438
19/03/2018,#####,17,4092,1525,5617
19/03/2018,#####,18,4097,1389,5486
19/03/2018,#####,19,4315,1521,5836
19/03/2018,#####,20,4307,1521,5828
19/03/2018,#####,21,3974,1576,5550
19/03/2018,#####,22,3696,1637,5333
19/03/2018,#####,23,3891,1555,5446
20/03/2018,#####,0,3709,1481,5190
20/03/2018,#####,1,3117,1490,4607
20/03/2018,#####,2,3151,1557,4708
20/03/2018,#####,3,3021,1672,4693
20/03/2018,#####,4,3175,1844,5019
20/03/2018,#####,5,3147,1891,5038
20/03/2018,#####,6,3063,1977,5040
20/03/2018,#####,7,3142,1986,5128
20/03/2018,#####,8,3556,2090,5646
20/03/2018,#####,9,3867,2122,5989
20/03/2018,#####,10,3730,1999,5729
20/03/2018,#####,11,3625,1987,5612
20/03/2018,#####,12,3397,1978,5375
20/03/2018,#####,13,3210,1872,5082
20/03/2018,#####,14,2928,1885,4813
20/03/2018,#####,15,2711,1926,4637
20/03/2018,#####,16,2528,1815,4343
20/03/2018,#####,17,2677,1528,4205
20/03/2018,#####,18,2691,1421,4112
20/03/2018,#####,19,2709,1568,4277
20/03/2018,#####,20,2507,1485,3992
20/03/2018,#####,21,2262,1433,3695
20/03/2018,#####,22,2343,1383,3726
20/03/2018,#####,23,1941,1310,3251
21/03/2018,#####,0,2265,1257,3522
21/03/2018,#####,1,2163,1250,3413
21/03/2018,#####,2,2203,1229,3432
21/03/2018,#####,3,2292,1258,3550
21/03/2018,#####,4,2412,1301,3713
21/03/2018,#####,5,3000,1347,4347
21/03/2018,#####,6,3341,1494,4835
21/03/2018,#####,7,3544,1581,5125
21/03/2018,#####,8,3537,1675,5212
21/03/2018,#####,9,3575,1691,5266
21/03/2018,#####,10,3810,1728,5538
21/03/2018,#####,11,4016,1751,5767
21/03/2018,#####,12,4092,1900,5992
21/03/2018,#####,13,4272,1906,6178
21/03/2018,#####,14,4117,1923,6040
21/03/2018,#####,15,4135,1834,5969
21/03/2018,#####,16,3974,1854,5828
21/03/2018,#####,17,3939,1931,5870
21/03/2018,#####,18,4017,1900,5917
21/03/2018,#####,19,4038,1877,5915
21/03/2018,#####,20,4137,1837,5974
21/03/2018,#####,21,3866,1774,5640
21/03/2018,#####,22,3643,1774,5417
21/03/2018,#####,23,3645,1684,5329
22/03/2018,#####,0,3104,1673,4777
22/03/2018,#####,1,2974,1653,4627
22/03/2018,#####,2,2912,1596,4508
22/03/2018,#####,3,2906,1606,4512
22/03/2018,#####,4,2630,1591,4221
22/03/2018,#####,5,2323,1640,3963
22/03/2018,#####,6,2227,1734,3961
22/03/2018,#####,7,2291,1836,4127
22/03/2018,#####,8,2530,1872,4402
22/03/2018,#####,9,2420,1801,4221
22/03/2018,#####,10,2429,1663,4092
22/03/2018,#####,11,2363,1515,3878
22/03/2018,#####,12,2291,1471,3762
22/03/2018,#####,13,2273,1494,3767
22/03/2018,#####,14,2251,1536,3787
22/03/2018,#####,15,2505,1614,4119
22/03/2018,#####,16,2569,1445,4014
22/03/2018,#####,17,2593,1406,3999
22/03/2018,#####,18,2596,1473,4069
22/03/2018,#####,19,2701,1530,4231
22/03/2018,#####,20,2629,1467,4096
22/03/2018,#####,21,2372,1346,3718
22/03/2018,#####,22,2181,1283,3464
22/03/2018,#####,23,2053,1248,3301
23/03/2018,#####,0,1894,1313,3207
23/03/2018,#####,1,1800,1360,3160
23/03/2018,#####,2,1940,1321,3261
23/03/2018,#####,3,2046,1313,3359
23/03/2018,#####,4,2162,1341,3503
23/03/2018,#####,5,2368,1412,3780
23/03/2018,#####,6,2681,1493,4174
23/03/2018,#####,7,2993,1546,4539
23/03/2018,#####,8,2984,1541,4525
23/03/2018,#####,9,3003,1659,4662
23/03/2018,#####,10,3431,1622,5053
23/03/2018,#####,11,3518,1583,5101
23/03/2018,#####,12,3606,1529,5135
23/03/2018,#####,13,3685,1478,5163
23/03/2018,#####,14,3603,1449,5052
23/03/2018,#####,15,3566,1425,4991
23/03/2018,#####,16,3569,1371,4940
23/03/2018,#####,17,3727,1409,5136
23/03/2018,#####,18,3708,1460,5168
23/03/2018,#####,19,3666,1423,5089
23/03/2018,#####,20,3572,1432,5004
23/03/2018,#####,21,3428,1403,4831
23/03/2018,#####,22,3115,1395,4510
23/03/2018,#####,23,3046,1386,4432
24/03/2018,#####,0,2849,1376,4225
24/03/2018,#####,1,2985,1328,4313
24/03/2018,#####,2,2927,1332,4259
24/03/2018,#####,3,2944,1327,4271
24/03/2018,#####,4,2906,1351,4257
24/03/2018,#####,5,2917,1338,4255
24/03/2018,#####,6,2887,1305,4192
24/03/2018,#####,7,2916,1333,4249
24/03/2018,#####,8,2862,1355,4217
24/03/2018,#####,9,2861,1426,4287
24/03/2018,#####,10,2701,1553,4254
24/03/2018,#####,11,2909,1451,4360
24/03/2018,#####,12,2863,1460,4323
24/03/2018,#####,13,2725,1407,4132
24/03/2018,#####,14,2399,1376,3775
24/03/2018,#####,15,2193,1360,3553
24/03/2018,#####,16,2425,1337,3762
24/03/2018,#####,17,2707,1333,4040
24/03/2018,#####,18,2672,1336,4008
24/03/2018,#####,19,2662,1318,3980
24/03/2018,#####,20,2560,1372,3932
24/03/2018,#####,21,2562,1376,3938
24/03/2018,#####,22,2383,1378,3761
24/03/2018,#####,23,2046,1303,3349
25/03/2018,#####,0,2066,1245,3311
25/03/2018,#####,1,1775,1190,2965
25/03/2018,#####,2,,,
25/03/2018,#####,3,1595,1068,2663
25/03/2018,#####,4,1672,1043,2715
25/03/2018,#####,5,1650,1017,2667
25/03/2018,#####,6,1884,1025,2909
25/03/2018,#####,7,1835,1120,2955
25/03/2018,#####,8,1966,1139,3105
25/03/2018,#####,9,2105,1158,3263
25/03/2018,#####,10,2121,1278,3399
25/03/2018,#####,11,2134,1260,3394
25/03/2018,#####,12,1857,1267,3124
25/03/2018,#####,13,1775,1270,3045
25/03/2018,#####,14,1870,1241,3111
25/03/2018,#####,15,1841,1189,3030
25/03/2018,#####,16,1730,1137,2867
25/03/2018,#####,17,1795,1153,2948
25/03/2018,#####,18,2151,1154,3305
25/03/2018,#####,19,2431,1193,3624
25/03/2018,#####,20,2577,1223,3800
25/03/2018,#####,21,2528,1195,3723
25/03/2018,#####,22,2397,1200,3597
25/03/2018,#####,23,2245,1251,3496
26/03/2018,#####,0,1882,1123,3005
26/03/2018,#####,1,1762,1020,2782
26/03/2018,#####,2,1899,1030,2929
26/03/2018,#####,3,1980,1084,3064
26/03/2018,#####,4,2070,1101,3171
26/03/2018,#####,5,2277,1130,3407
26/03/2018,#####,6,2747,1323,4070
26/03/2018,#####,7,2947,1404,4351
26/03/2018,#####,8,3026,1606,4632
26/03/2018,#####,9,3047,1715,4762
26/03/2018,#####,10,3101,1689,4790
26/03/2018,#####,11,3358,1684,5042
26/03/2018,#####,12,3183,1691,4874
26/03/2018,#####,13,3108,1674,4782
26/03/2018,#####,14,3091,1688,4779
26/03/2018,#####,15,3050,1632,4682
26/03/2018,#####,16,2958,1580,4538
26/03/2018,#####,17,2970,1538,4508
26/03/2018,#####,18,2854,1570,4424
26/03/2018,#####,19,2634,1595,4229
26/03/2018,#####,20,2600,1539,4139
26/03/2018,#####,21,2487,1525,4012
26/03/2018,#####,22,2355,1480,3835
26/03/2018,#####,23,2311,1470,3781
27/03/2018,#####,0,2261,1491,3752
27/03/2018,#####,1,2161,1456,3617
27/03/2018,#####,2,2097,1444,3541
27/03/2018,#####,3,2036,1432,3468
27/03/2018,#####,4,2010,1454,3464
27/03/2018,#####,5,2207,1459,3666
27/03/2018,#####,6,2640,1525,4165
27/03/2018,#####,7,2956,1803,4759
27/03/2018,#####,8,3127,1931,5058
27/03/2018,#####,9,2975,1897,4872
27/03/2018,#####,10,2996,1802,4798
27/03/2018,#####,11,2986,1739,4725
27/03/2018,#####,12,2967,1637,4604
27/03/2018,#####,13,3169,1572,4741
27/03/2018,#####,14,3328,1303,4631
27/03/2018,#####,15,3528,1277,4805
27/03/2018,#####,16,3619,1244,4863
27/03/2018,#####,17,3510,1247,4757
27/03/2018,#####,18,3784,1246,5030
27/03/2018,#####,19,3674,1322,4996
27/03/2018,#####,20,4047,1296,5343
27/03/2018,#####,21,4013,1218,5231
27/03/2018,#####,22,3935,1226,5161
27/03/2018,#####,23,3867,1254,5121
28/03/2018,#####,0,3772,1293,5065
28/03/2018,#####,1,3646,1419,5065
28/03/2018,#####,2,3902,1554,5456
28/03/2018,#####,3,3932,1618,5550
28/03/2018,#####,4,4283,1677,5960
28/03/2018,#####,5,4488,1736,6224
28/03/2018,#####,6,4501,1818,6319
28/03/2018,#####,7,4063,1905,5968
28/03/2018,#####,8,3732,1958,5690
28/03/2018,#####,9,3945,2038,5983
28/03/2018,#####,10,4063,2045,6108
28/03/2018,#####,11,4338,2073,6411
28/03/2018,#####,12,4360,2078,6438
28/03/2018,#####,13,4379,2097,6476
28/03/2018,#####,14,4454,2081,6535
28/03/2018,#####,15,4457,2123,6580
28/03/2018,#####,16,4424,2091,6515
28/03/2018,#####,17,4263,2068,6331
28/03/2018,#####,18,4302,2064,6366
28/03/2018,#####,19,4296,2030,6326
28/03/2018,#####,20,4513,1955,6468
28/03/2018,#####,21,4583,1900,6483
28/03/2018,#####,22,4211,1881,6092
28/03/2018,#####,23,3927,1806,5733
29/03/2018,#####,0,3801,1769,5570
29/03/2018,#####,1,3743,1808,5551
29/03/2018,#####,2,3761,1843,5604
29/03/2018,#####,3,3661,1856,5517
29/03/2018,#####,4,3749,1781,5530
29/03/2018,#####,5,3854,1817,5671
29/03/2018,#####,6,4137,1922,6059
29/03/2018,#####,7,4318,1992,6310
29/03/2018,#####,8,4431,1991,6422
29/03/2018,#####,9,4754,1971,6725
29/03/2018,#####,10,4709,1934,6643
29/03/2018,#####,11,4568,1843,6411
29/03/2018,#####,12,4318,1680,5998
29/03/2018,#####,13,4076,1585,5661
29/03/2018,#####,14,3956,1507,5463
29/03/2018,#####,15,3915,1497,5412
29/03/2018,#####,16,3650,1483,5133
29/03/2018,#####,17,3966,1456,5422
29/03/2018,#####,18,3758,1448,5206
29/03/2018,#####,19,3538,1385,4923
29/03/2018,#####,20,3311,1434,4745
29/03/2018,#####,21,3067,1371,4438
29/03/2018,#####,22,2859,1335,4194
29/03/2018,#####,23,2491,1290,3781
30/03/2018,#####,0,2142,1317,3459
30/03/2018,#####,1,2244,1277,3521
30/03/2018,#####,2,2337,1265,3602
30/03/2018,#####,3,2455,1252,3707
30/03/2018,#####,4,2328,1229,3557
30/03/2018,#####,5,2452,1233,3685
30/03/2018,#####,6,2439,1217,3656
30/03/2018,#####,7,2692,1225,3917
30/03/2018,#####,8,2792,1247,4039
30/03/2018,#####,9,2805,1276,4081
30/03/2018,#####,10,2862,1333,4195
30/03/2018,#####,11,2947,1366,4313
30/03/2018,#####,12,2931,1326,4257
30/03/2018,#####,13,2967,1332,4299
30/03/2018,#####,14,2893,1387,4280
30/03/2018,#####,15,2752,1396,4148
30/03/2018,#####,16,2798,1405,4203
30/03/2018,#####,17,3049,1371,4420
30/03/2018,#####,18,3119,1415,4534
30/03/2018,#####,19,3078,1452,4530
30/03/2018,#####,20,3029,1514,4543
30/03/2018,#####,21,2946,1562,4508
30/03/2018,#####,22,2917,1567,4484
30/03/2018,#####,23,2921,1595,4516
31/03/2018,#####,0,3047,1620,4667
31/03/2018,#####,1,2932,1519,4451
31/03/2018,#####,2,2679,1505,4184
31/03/2018,#####,3,2556,1522,4078
31/03/2018,#####,4,2532,1486,4018
31/03/2018,#####,5,3070,1507,4577
31/03/2018,#####,6,3365,1552,4917
31/03/2018,#####,7,3496,1641,5137
31/03/2018,#####,8,3863,1688,5551
31/03/2018,#####,9,4207,1744,5951
31/03/2018,#####,10,4110,1784,5894
31/03/2018,#####,11,3880,1773,5653
31/03/2018,#####,12,3612,1799,5411
31/03/2018,#####,13,3435,1704,5139
31/03/2018,#####,14,3085,1696,4781
31/03/2018,#####,15,2877,1701,4578
31/03/2018,#####,16,2776,1702,4478
31/03/2018,#####,17,2931,1715,4646
31/03/2018,#####,18,3118,1746,4864
31/03/2018,#####,19,2943,1697,4640
31/03/2018,#####,20,2734,1636,4370
31/03/2018,#####,21,2563,1611,4174
31/03/2018,#####,22,2456,1544,4000
31/03/2018,#####,23,2381,1445,3826
01/04/2018,#####,0,2047,1319,3366
01/04/2018,#####,1,1962,1282,3244
01/04/2018,#####,2,1896,1279,3175
01/04/2018,#####,3,1843,1295,3138
01/04/2018,#####,4,1912,1335,3247
01/04/2018,#####,5,2110,1354,3464
01/04/2018,#####,6,2200,1335,3535
01/04/2018,#####,7,2276,1353,3629
01/04/2018,#####,8,2471,1401,3872
01/04/2018,#####,9,2824,1518,4342
01/04/2018,#####,10,3245,1623,4868
01/04/2018,#####,11,3492,1495,4987
01/04/2018,#####,12,3516,1492,5008
01/04/2018,#####,13,3466,1579,5045
01/04/2018,#####,14,3495,1650,5145
01/04/2018,#####,15,3081,1669,4750
01/04/2018,#####,16,3052,1602,4654
01/04/2018,#####,17,3244,1552,4796
01/04/2018,#####,18,3208,1517,4725
01/04/2018,#####,19,2810,1482,4292
01/04/2018,#####,20,2510,1378,3888
01/04/2018,#####,21,2208,1398,3606
01/04/2018,#####,22,2235,1412,3647
01/04/2018,#####,23,2060,1383,3443
02/04/2018,#####,0,2421,1465,3886
02/04/2018,#####,1,2238,1494,3732
02/04/2018,#####,2,2219,1439,3658
02/04/2018,#####,3,2026,1245,3271
02/04/2018,#####,4,2127,1221,3348
02/04/2018,#####,5,2292,1228,3520
02/04/2018,#####,6,2235,1199,3434
02/04/2018,#####,7,2258,1256,3514
02/04/2018,#####,8,2280,1310,3590
02/04/2018,#####,9,2462,1432,3894
02/04/2018,#####,10,2654,1518,4172
02/04/2018,#####,11,2558,1475,4033
02/04/2018,#####,12,2446,1500,3946
02/04/2018,#####,13,2327,1525,3852
02/04/2018,#####,14,2195,1471,3666
02/04/2018,#####,15,2060,1405,3465
02/04/2018,#####,16,1865,1319,3184
02/04/2018,#####,17,1806,1225,3031
02/04/2018,#####,18,1754,1217,2971
02/04/2018,#####,19,1812,1191,3003
02/04/2018,#####,20,1790,1215,3005
02/04/2018,#####,21,1691,1236,2927
02/04/2018,#####,22,1889,1242,3131
02/04/2018,#####,23,2112,1205,3317
03/04/2018,#####,0,2330,1230,3560
03/04/2018,#####,1,2270,1268,3538
03/04/2018,#####,2,2353,1318,3671
03/04/2018,#####,3,2647,1337,3984
03/04/2018,#####,4,2629,1370,3999
03/04/2018,#####,5,3079,1311,4390
03/04/2018,#####,6,3788,1381,5169
03/04/2018,#####,7,4107,1401,5508
03/04/2018,#####,8,4264,1381,5645
03/04/2018,#####,9,4000,1345,5345
03/04/2018,#####,10,3410,1325,4735
03/04/2018,#####,11,3470,1275,4745
03/04/2018,#####,12,3170,1308,4478
03/04/2018,#####,13,3045,1326,4371
03/04/2018,#####,14,3144,1225,4369
03/04/2018,#####,15,3124,1141,4265
03/04/2018,#####,16,3282,1117,4399
03/04/2018,#####,17,3560,1157,4717
03/04/2018,#####,18,3727,1264,4991
03/04/2018,#####,19,3774,1268,5042
03/04/2018,#####,20,3539,1308,4847
03/04/2018,#####,21,3315,1298,4613
03/04/2018,#####,22,3038,1282,4320
03/04/2018,#####,23,2972,1340,4312
04/04/2018,#####,0,2527,1261,3788
04/04/2018,#####,1,2580,1385,3965
04/04/2018,#####,2,2450,1350,3800
04/04/2018,#####,3,2090,1286,3376
04/04/2018,#####,4,2094,1407,3501
04/04/2018,#####,5,2326,1396,3722
04/04/2018,#####,6,3098,1531,4629
04/04/2018,#####,7,3478,1679,5157
04/04/2018,#####,8,3662,1793,5455
04/04/2018,#####,9,3424,1772,5196
04/04/2018,#####,10,3287,1636,4923
04/04/2018,#####,11,3185,1548,4733
04/04/2018,#####,12,2843,1496,4339
04/04/2018,#####,13,2622,1334,3956
04/04/2018,#####,14,2475,1296,3771
04/04/2018,#####,15,2395,1189,3584
04/04/2018,#####,16,2450,1182,3632
04/04/2018,#####,17,2532,1097,3629
04/04/2018,#####,18,2517,1031,3548
04/04/2018,#####,19,2399,1000,3399
04/04/2018,#####,20,2411,1103,3514
04/04/2018,#####,21,2384,1285,3669
04/04/2018,#####,22,2352,1401,3753
04/04/2018,#####,23,2167,1416,3583
05/04/2018,#####,0,2252,1152,3404
05/04/2018,#####,1,2026,1163,3189
05/04/2018,#####,2,1974,1321,3295
05/04/2018,#####,3,2140,1340,3480
05/04/2018,#####,4,2159,1203,3362
05/04/2018,#####,5,2527,1285,3812
05/04/2018,#####,6,2697,1297,3994
05/04/2018,#####,7,2772,1310,4082
05/04/2018,#####,8,2669,1343,4012
05/04/2018,#####,9,2724,1322,4046
05/04/2018,#####,10,2712,1383,4095
05/04/2018,#####,11,2730,1424,4154
05/04/2018,#####,12,2922,1586,4508
05/04/2018,#####,13,3147,1560,4707
05/04/2018,#####,14,3541,1324,4865
05/04/2018,#####,15,3978,1374,5352
05/04/2018,#####,16,4366,1563,5929
05/04/2018,#####,17,4770,1637,6407
05/04/2018,#####,18,4589,1704,6293
05/04/2018,#####,19,4988,1783,6771
05/04/2018,#####,20,5194,1861,7055
05/04/2018,#####,21,4956,1845,6801
05/04/2018,#####,22,4866,1774,6640
05/04/2018,#####,23,4466,1631,6097
06/04/2018,#####,0,4306,1588,5894
06/04/2018,#####,1,4211,1639,5850
06/04/2018,#####,2,4069,1604,5673
06/04/2018,#####,3,4001,1583,5584
06/04/2018,#####,4,3845,1561,5406
06/04/2018,#####,5,4092,1646,5738
06/04/2018,#####,6,4192,1794,5986
06/04/2018,#####,7,4155,1876,6031
06/04/2018,#####,8,3856,1862,5718
06/04/2018,#####,9,3691,1871,5562
06/04/2018,#####,10,3528,1784,5312
06/04/2018,#####,11,3208,1744,4952
06/04/2018,#####,12,2988,1637,4625
06/04/2018,#####,13,2870,1604,4474
06/04/2018,#####,14,2546,1473,4019
06/04/2018,#####,15,2327,1336,3663
06/04/2018,#####,16,2148,1223,3371
06/04/2018,#####,17,1918,1109,3027
06/04/2018,#####,18,1830,968,2798
06/04/2018,#####,19,1828,892,2720
06/04/2018,#####,20,2010,913,2923
06/04/2018,#####,21,2217,955,3172
06/04/2018,#####,22,2462,1016,3478
06/04/2018,#####,23,2259,1028,3287
07/04/2018,#####,0,2429,1099,3528
07/04/2018,#####,1,2632,1205,3837
07/04/2018,#####,2,2709,1139,3848
07/04/2018,#####,3,2670,1162,3832
07/04/2018,#####,4,2905,1245,4150
07/04/2018,#####,5,3101,1227,4328
07/04/2018,#####,6,3096,1220,4316
07/04/2018,#####,7,3062,1261,4323
07/04/2018,#####,8,2912,1342,4254
07/04/2018,#####,9,2823,1396,4219
07/04/2018,#####,10,2703,1406,4109
07/04/2018,#####,11,2505,1386,3891
07/04/2018,#####,12,2477,1381,3858
07/04/2018,#####,13,2351,1387,3738
07/04/2018,#####,14,2131,1376,3507
07/04/2018,#####,15,1974,1425,3399
07/04/2018,#####,16,1792,1281,3073
07/04/2018,#####,17,2060,1257,3317
07/04/2018,#####,18,2048,1253,3301
07/04/2018,#####,19,2097,1207,3304
07/04/2018,#####,20,2076,1199,3275
07/04/2018,#####,21,2137,1176,3313
07/04/2018,#####,22,1987,1099,3086
07/04/2018,#####,23,1832,1101,2933
08/04/2018,#####,0,1462,1058,2520
08/04/2018,#####,1,1312,976,2288
08/04/2018,#####,2,1357,936,2293
08/04/2018,#####,3,1372,987,2359
08/04/2018,#####,4,1447,1077,2524
08/04/2018,#####,5,1562,1093,2655
08/04/2018,#####,6,1737,1056,2793
08/04/2018,#####,7,1764,1026,2790
08/04/2018,#####,8,1802,1116,2918
08/04/2018,#####,9,1674,1177,2851
08/04/2018,#####,10,1738,1214,2952
08/04/2018,#####,11,1702,1248,2950
08/04/2018,#####,12,1726,1252,2978
08/04/2018,#####,13,1732,1113,2845
08/04/2018,#####,14,1740,1171,2911
08/04/2018,#####,15,1922,1122,3044
08/04/2018,#####,16,1873,1076,2949
08/04/2018,#####,17,1897,1017,2914
08/04/2018,#####,18,1920,991,2911
08/04/2018,#####,19,1890,1025,2915
08/04/2018,#####,20,1986,1083,3069
08/04/2018,#####,21,1897,1087,2984
08/04/2018,#####,22,1671,1059,2730
08/04/2018,#####,23,1331,968,2299
09/04/2018,#####,0,1167,862,2029
09/04/2018,#####,1,1314,779,2093
09/04/2018,#####,2,1258,765,2023
09/04/2018,#####,3,1147,731,1878
09/04/2018,#####,4,1185,726,1911
09/04/2018,#####,5,1329,785,2114
09/04/2018,#####,6,1925,903,2828
09/04/2018,#####,7,2130,1076,3206
09/04/2018,#####,8,2116,1293,3409
09/04/2018,#####,9,2101,1345,3446
09/04/2018,#####,10,2135,1379,3514
09/04/2018,#####,11,2201,1340,3541
09/04/2018,#####,12,2099,1309,3408
09/04/2018,#####,13,2122,1279,3401
09/04/2018,#####,14,2125,1306,3431
09/04/2018,#####,15,2200,1288,3488
09/04/2018,#####,16,2255,1249,3504
